ethereum 	Yay, more state channel stuff!https://medium.com/@graycoding/lessons-learned-from-making-a-chess-game-for-ethereum-6917c01178b6#.w7cj8iwg0 …	VitalikButerin	90	43	1472881801	771948343698268160	https://twitter.com/VitalikButerin/status/771948343698268160		#	@graycoding
	Check out our thoughts on # markets and # rates as well as # stocks at http://gkviewpoint.com	GerberKawasaki	5	1	1472869287	771895854978375680	https://twitter.com/GerberKawasaki/status/771895854978375680		# # #	
	$ eog is a good company.	GerberKawasaki	2	0	1472869238	771895648362729473	https://twitter.com/GerberKawasaki/status/771895648362729473			
	Thoughts on # Gold from @ ReutersMoney @ freddiethekathttps://twitter.com/freddiethekat/status/771772895676755968 …	GerberKawasaki	2	2	1472869156	771895303062429696	https://twitter.com/GerberKawasaki/status/771895303062429696		#	@ @
	Our latest Week In Review. I'm talking # Fed @ elonmusk # Tesla w/ @ business and real estate secrets w/ @ Forbes $ tsla http://ow.ly/HTnK303R6JK	GerberKawasaki	3	1	1472860115	771857385652678656	https://twitter.com/GerberKawasaki/status/771857385652678656		# #	@ @ @
	Abu Dhabi Global Market tests the waters with # fintech plans http://bit.ly/2bESibK pic.twitter.com/AiG5FpqYqH	obussmann	6	6	1472927417	772139668393648128	https://twitter.com/obussmann/status/772139668393648128		#	
	Getting # Blockchain Technology Enterprise-Ready http://bit.ly/2bLacIG pic.twitter.com/Z8m0qFkfUT	obussmann	6	9	1472915641	772090277398020096	https://twitter.com/obussmann/status/772090277398020096		#	
	Deloitte Spin-Off Nuco Partners on # Blockchain IoT Project http://bit.ly/2cazS0M pic.twitter.com/fiji3IfQm3	obussmann	8	16	1472903042	772037434557202432	https://twitter.com/obussmann/status/772037434557202432		#	
	Plug and Play's Biggest # Blockchain Batch Plans Big Bank Collaborationshttp://bit.ly/2caJz0e	obussmann	4	9	1472897580	772014524463509508	https://twitter.com/obussmann/status/772014524463509508		#	
	Good update: Insurance Technology Q2 Update in 15 Visuals http://bit.ly/2a6ig4l # FinTechpic.twitter.com/GcmrwpQ6BX	obussmann	23	31	1472886006	771965979001839616	https://twitter.com/obussmann/status/771965979001839616		#	
	Excellent preview of the @ Innotribe session at @ Sibos 2016 http://bit.ly/2aNW3I7  via @ petervan @ SWIFTpic.twitter.com/THac7ogNBw	obussmann	1	2	1472882304	771950452627955712	https://twitter.com/obussmann/status/771950452627955712			@ @ @ @
	Bank of Tokyo, Hitachi Team Up For Singapore # Blockchain Project to Digitalize Bankinghttp://bit.ly/2cc09gs	obussmann	13	15	1472877743	771931323153932292	https://twitter.com/obussmann/status/771931323153932292		#	
	London tech startup and Visa partner on # blockchain - and want banks' help http://bit.ly/2ck0uN2	obussmann	8	11	1472854202	771832582593994752	https://twitter.com/obussmann/status/771832582593994752		#	
	Rotflmao http://fb.me/3ANHrytts	Chris_Skinner	0	0	1472935422	772173246078779393	https://twitter.com/Chris_Skinner/status/772173246078779393			
	Meet the man who tried to arrest the board of Standard Bankhttp://www.acts.co.za/news/blog/2015/03/meet-the-man-who-tried-to-arrest-the-board-of-standard-bank …	Chris_Skinner	0	0	1472911924	772074685504884738	https://twitter.com/Chris_Skinner/status/772074685504884738			
	Acts Online News » Meet the man who tried to arrest the board of Standard Bank | Blog http://www.acts.co.za/news/blog/2015/03/meet-the-man-who-tried-to-arrest-the-board-of-standard-bank …	Chris_Skinner	0	0	1472911911	772074633067630592	https://twitter.com/Chris_Skinner/status/772074633067630592			
	Credit Unions Seek to Become First to Market with Consumer Blockchain - CoinDeskhttp://www.coindesk.com/credit-unions-seek-become-first-market-consumer-blockchain/?utm_content=bufferf9d1a&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer …	Chris_Skinner	2	6	1472905091	772046028228919296	https://twitter.com/Chris_Skinner/status/772046028228919296			
	India's ID program is a biggie	Chris_Skinner	0	0	1472895816	772007123203067904	https://twitter.com/Chris_Skinner/status/772007123203067904			
	13 Hottest Finance And Fintech Startups in Europe 2016 | Fintech Schweiz Digital Finance News – FintechNewsCH http://fintechnews.ch/fintech/hottest-finance-fintech-startups-in-europe-2016/6310/ …	Chris_Skinner	7	10	1472887773	771973389103853568	https://twitter.com/Chris_Skinner/status/771973389103853568			
	The rise and fall of Rocket Internet in India http://www.livemint.com/Companies/vAyyprE8XgyLBDjDxtKjbN/The-rise-and-fall-of-Rocket-Internet-in-India.html …	Chris_Skinner	2	6	1472887675	771972979836289025	https://twitter.com/Chris_Skinner/status/771972979836289025			
	Amazon and Starbucks pay less tax than a sausage stall, says Austrian Minister http://www.bbc.co.uk/news/business-37259278 …	Chris_Skinner	4	1	1472882587	771951638097584128	https://twitter.com/Chris_Skinner/status/771951638097584128			
	Remember that # Medium story? Now: A Silicon Valley Dream Collapses in Allegations of Fraud - http://NYTimes.com http://mobile.nytimes.com/2016/09/01/technology/a-silicon-valley-dream-collapses-in-allegations-of-fraud.html?utm_content=buffera60db&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer …	Chris_Skinner	0	2	1472882089	771949551641038852	https://twitter.com/Chris_Skinner/status/771949551641038852		#	
	Many thanks!	davidbrear	0	0	1472923510	772123282648731649	https://twitter.com/davidbrear/status/772123282648731649			
	hey people of @ libsyn what's the process for getting @ FinTechInsiders on? Got people asking for it there	davidbrear	0	0	1472911661	772073584835620865	https://twitter.com/davidbrear/status/772073584835620865			@ @
	that's the only way to get on? Does that cost? Sorry for all the question	davidbrear	0	0	1472911242	772071824729448449	https://twitter.com/davidbrear/status/772071824729448449			
	what's a Libsyn?	davidbrear	0	0	1472911021	772070897633128448	https://twitter.com/davidbrear/status/772070897633128448			
	@ hussainalhilli @ CVaughanPR @ FinTechInsiders @ TLAFintech we actually have @ lwintermeyer from @ InnFin on next week	davidbrear	6	2	1472891605	771989463757123584	https://twitter.com/davidbrear/status/771989463757123584			@ @ @ @ @ @
	@triptananda thanks for the shout out	davidbrear	1	0	1472889834	771982034491277312	https://twitter.com/davidbrear/status/771982034491277312			@triptananda
	@ SpotifyUK hey good people of Spotify. How do you get podcasts on your platform. Weve 1 that rocks @ FinTechInsiders and people are asking!	davidbrear	1	1	1472885275	771962914089623552	https://twitter.com/davidbrear/status/771962914089623552			@ @
	not me. @ sytaylor lives in the big bad city	davidbrear	2	0	1472881207	771945852462071809	https://twitter.com/davidbrear/status/771945852462071809			@
	Ep108 - Everything # Blockchain. Ever. - 11FS http://bit.ly/2bRg3Ms pic.twitter.com/SpZFF2hqpH	davidbrear	1	1	1472864419	771875437702176769	https://twitter.com/davidbrear/status/771875437702176769		#	
	Ep108 - Everything # Blockchain. Ever. - 11FS http://bit.ly/2cmofHi pic.twitter.com/9eYLL1whDs	davidbrear	4	2	1472860826	771860367060373504	https://twitter.com/davidbrear/status/771860367060373504		#	
	How the blockchain could make you thousands through car shares and selling electricityhttp://bit.ly/2c0PPYZ	davidbrear	1	5	1472857237	771845314588344321	https://twitter.com/davidbrear/status/771845314588344321			
	Worldpay Extends Relationship with Ingenico (UK) Limitedhttp://bit.ly/2bQWHqP	davidbrear	0	0	1472853614	771830118968852480	https://twitter.com/davidbrear/status/771830118968852480			
	"via @ watha ""A recent Gallup survey found that 53 percent of Americans rarely or never use cash”https://www.bostonglobe.com/business/2016/08/24/america-stumbles-toward-digital-cash/rsoNBiUtuEWzNi2bzbft7M/story.html …"	dgwbirch	4	1	1472938218	772184973331861510	https://twitter.com/dgwbirch/status/772184973331861510			@
	"""The majority of this week's American mass shootings were fairly typical by national standards"" http://www.vice.com/read/1000-people-have-been-injured-in-us-mass-shootings-this-year?utm_source=fark&utm_medium=website&utm_content=link&ICID=ref_fark …"	dgwbirch	0	0	1472937727	772182911579725826	https://twitter.com/dgwbirch/status/772182911579725826			
	. @ ChristianGuy_ the # Drumpfdam may, however, become a tourist attraction to rival The Maginot Line	dgwbirch	1	0	1472936213	772176563429314560	https://twitter.com/dgwbirch/status/772176563429314560		#	@
	Hope for bank fraud victims: 'We were robbed of £47,000 – but the ombudsman took our side' http://www.telegraph.co.uk/money/consumer-affairs/hope-for-bank-fraud-victims-we-were-robbed-of-47000--but-the-omb/ …	dgwbirch	1	0	1472935970	772175541940125696	https://twitter.com/dgwbirch/status/772175541940125696			
	they don't take PingIt? Or PayPal? How quaint.	dgwbirch	0	0	1472931124	772155217924194304	https://twitter.com/dgwbirch/status/772155217924194304			
	Surely the NHS computerisation wins hands down?https://twitter.com/hisalome/status/772062867537395712 …	dgwbirch	1	0	1472924661	772128110334636032	https://twitter.com/dgwbirch/status/772128110334636032			
	"@ leashless is completely correct about framing ""the big problem of small change"" in an electronic age # BritPESA http://buff.ly/2ciddiZ"	dgwbirch	1	2	1472918567	772102551063977985	https://twitter.com/dgwbirch/status/772102551063977985		#	@
	pic.twitter.com/BKJvlMIRW0	dgwbirch	0	0	1472918269	772101300871950336	https://twitter.com/dgwbirch/status/772101300871950336			
	See you November 25th in Amsterdam for the HCE Summit http://buff.ly/2bLPwEr	dgwbirch	1	0	1472917499	772098068451844096	https://twitter.com/dgwbirch/status/772098068451844096			
	Hey @ wokingcouncil what’s with the 1.8% surcharge for a credit card payment? What’s the surcharge for cash?	dgwbirch	5	0	1472914725	772086437244235777	https://twitter.com/dgwbirch/status/772086437244235777			@
	A podcast from the archive (2013) Lisa Servon, The New School http://buff.ly/2c2OrHB  on inclusion.	dgwbirch	0	0	1472913403	772080892105912321	https://twitter.com/dgwbirch/status/772080892105912321			
	as the great Steven Wright once said, I got thrown out of the casino in a dispute over what I considered to be an odd number…	dgwbirch	1	0	1472912608	772077555562246144	https://twitter.com/dgwbirch/status/772077555562246144			
	Yeah well when I said it everyone’s like whatever and when he says it everyone’s like cool it’s who you know right?https://twitter.com/sevendotzero/status/772068372515356673 …	dgwbirch	0	0	1472912561	772077360090869760	https://twitter.com/dgwbirch/status/772077360090869760			
	Love it when you get home and the Amazon fairy has visitedpic.twitter.com/XFhpejdMUs	dgwbirch	6	0	1472909775	772065674160111616	https://twitter.com/dgwbirch/status/772065674160111616			
	interesting story - but Land Value Tax is fairer than existing system	dgwbirch	1	0	1472908085	772058585958318080	https://twitter.com/dgwbirch/status/772058585958318080			
	who said “taxed off their land”? You made this up. A land value tax of 1% is sufficient to abolish corporation tax	dgwbirch	1	0	1472906448	772051717202538496	https://twitter.com/dgwbirch/status/772051717202538496			
	+1 Scrap corporation tax immediately. Land Value Tax now.https://twitter.com/mrmainelli/status/772041007571566592 …	dgwbirch	0	0	1472905201	772046489380061188	https://twitter.com/dgwbirch/status/772046489380061188			
	@ GlenFrost very cool! Is it a private blockchain or can anyone audit the transactions?	dgwbirch	1	0	1472905150	772046273478287360	https://twitter.com/dgwbirch/status/772046273478287360			@
	where do I sign up?	dgwbirch	1	0	1472901170	772029580668526596	https://twitter.com/dgwbirch/status/772029580668526596			
	Good timespic.twitter.com/RURga14bw8	dgwbirch	5	0	1472900866	772028306950676480	https://twitter.com/dgwbirch/status/772028306950676480			
	"""Mr. Choi, whose LinkedIn profile has since been wiped clean"" no right to be forgotten on the Blockchain!http://mobile.nytimes.com/2016/09/01/technology/a-silicon-valley-dream-collapses-in-allegations-of-fraud.html?utm_content=buffera60db&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer …"	dgwbirch	2	0	1472885116	771962245563711489	https://twitter.com/dgwbirch/status/771962245563711489			
	If only airlines would provide Heathrow with some sort of list, or table if you will, of times planes will arrivehttps://twitter.com/themrbibby/status/771949934048382977 …	dgwbirch	3	1	1472884787	771960866837331968	https://twitter.com/dgwbirch/status/771960866837331968			
	The rich are another country.http://www.dailymail.co.uk/travel/travel_news/article-3770558/This-simply-isn-t-British-Outraged-passengers-slam-plans-Edinburgh-airport-charge-customers-5-skip-queues-passport-control.html …	dgwbirch	3	0	1472882303	771950447422738433	https://twitter.com/dgwbirch/status/771950447422738433			
	What Twitter needs is a capable CEO/Board who can turn them around. A sale is a cope out & start of downward spiral.https://twitter.com/socialblade/status/772103018846294017 …	wmougayar	4	1	1472937347	772181316750176256	https://twitter.com/wmougayar/status/772181316750176256			
	@ pete_rizzo_ But the irony is there is no irony.	wmougayar	1	1	1472925360	772131040131444736	https://twitter.com/wmougayar/status/772131040131444736			@
	The Blockchain is Perfect for Government Services (Here’s a Blueprint) http://www.coindesk.com/blockchain-perfect-government-services-heres-blueprint/ … via @ CoinDesk	wmougayar	12	14	1472923643	772123841476882433	https://twitter.com/wmougayar/status/772123841476882433			@
	Followers vs leaders. Followers will become gatekeepers if you let them lead. Applies to startup ecosystems & Blockchain players.	wmougayar	11	4	1472866740	771885171318587392	https://twitter.com/wmougayar/status/771885171318587392			
	fully Peter Pan shadow happening there. Trying to escape (or just very large boots? )	sytaylor	0	0	1472938365	772185588673945600	https://twitter.com/sytaylor/status/772185588673945600			
	5 European and 4 British https://twitter.com/SpirosMargaris/status/772179104129056769 …	sytaylor	3	3	1472937505	772181982394679297	https://twitter.com/sytaylor/status/772181982394679297			
	likely about geopolitics and not being able to do what some other states can with big firewalls for example.	sytaylor	0	0	1472937469	772181830200090624	https://twitter.com/sytaylor/status/772181830200090624			
	@ TheRegister real question becomes is tech now powerful enough 2 resist nation states? That fact alone will spook out nation states	sytaylor	0	0	1472937114	772180342228779010	https://twitter.com/sytaylor/status/772180342228779010			@
	FBI Director wants backdoor encryption It's like asking for magic. It's not possible. Science. http://www.theregister.co.uk/2016/08/31/fbi_wants_adult_conversation_about_backdoors/ … via @ theregister	sytaylor	4	1	1472936725	772178711609221122	https://twitter.com/sytaylor/status/772178711609221122			@
	Much much more the second one. But also existing customers, contracts, regulators etc. Prison of sustaininghttps://twitter.com/BenedictEvans/status/772173413733371904 …	sytaylor	1	2	1472935855	772175061902057473	https://twitter.com/sytaylor/status/772175061902057473			
	wait seriously?	sytaylor	0	0	1472935770	772174705176506368	https://twitter.com/sytaylor/status/772174705176506368			
	@ TechCrunch @ fart sentient nanobot army's like the replicators from stargate	sytaylor	2	0	1472927848	772141477086498817	https://twitter.com/sytaylor/status/772141477086498817			@ @
	or procure KFC?	sytaylor	0	0	1472912200	772075846026887172	https://twitter.com/sytaylor/status/772075846026887172			
	I should really come visit some time.	sytaylor	0	0	1472911644	772073513129799682	https://twitter.com/sytaylor/status/772073513129799682			
	So I used to wear tshirts and jeans in investment bank client meetings. Expected of innovation guy tho. https://twitter.com/CityAM/status/772057355005538304 …	sytaylor	10	3	1472908147	772058846445629440	https://twitter.com/sytaylor/status/772058846445629440			
	Credit Unions Seek to Become First to Market with Consumer # Blockchain # fintech http://bit.ly/2bSXPbJ  via @ CoinDesk	sytaylor	8	12	1472903392	772038899275329536	https://twitter.com/sytaylor/status/772038899275329536		# #	@
	pic.twitter.com/mtIYzqHtUp	julianhosp	0	0	1472918544	772102453818953732	https://twitter.com/julianhosp/status/772102453818953732			
	#161 – 3 movies that blew my mind http://dab.25stories.org/161	julianhosp	0	0	1472907733	772057109559148546	https://twitter.com/julianhosp/status/772057109559148546		#161	
	Why I do regular accounting and budgeting http://www.25stories.org/#!Why-I-do-regular-accounting-and-budgeting-Julians-Daily-Audio-Blog-DAB-Podcast-125/zq64b/57788d620cf2f8d6d1134ee3 … # podcast # DAB # daily # accounting # budgetpic.twitter.com/fYwbMAagDm	julianhosp	0	0	1472893289	771996524993777664	https://twitter.com/julianhosp/status/771996524993777664		# # # # # #	
	A simple tip on how to become a great leader http://www.25stories.org/#!A-simple-tip-on-how-to-become-a-great-leader-Julians-Daily-Audio-Blog-DAB-Podcast-151/zq64b/5796eb060cf203f784238500 … # leader # leadershippic.twitter.com/kif3O3ltVk	julianhosp	0	0	1472882451	771951066699169793	https://twitter.com/julianhosp/status/771951066699169793		# # #	
	So bist du produktiv: Die perfekte taegliche Routine: http://bit.ly/1s27QMa	julianhosp	0	0	1472871642	771905733197762561	https://twitter.com/julianhosp/status/771905733197762561			
	#187 – Are we living in a simulation? http://dab.25stories.org/187	julianhosp	0	0	1472864400	771875357414817792	https://twitter.com/julianhosp/status/771875357414817792		#187	
	#158 - Try to sell it! http://dab.25stories.org/158	julianhosp	0	0	1472860879	771860589488574465	https://twitter.com/julianhosp/status/771860589488574465		#158	
	#187 – Are we living in a simulation? http://dab.25stories.org/187	julianhosp	1	0	1472853617	771830127902633984	https://twitter.com/julianhosp/status/771830127902633984		#187	
	TransferWise co-founder on # Brexit: 'London may no longer be the tech centre for Europe' | # fintech | The Guardian https://www.theguardian.com/technology/2016/sep/03/transferwise-brexit-london-tech-centre-europe …	AntonioSelas	4	4	1472920727	772111611263868928	https://twitter.com/AntonioSelas/status/772111611263868928		# #	
	Why online lending should not be regulated | # fintech # P2P # lending http://www.dailyo.in/business/online-lending-regulation-psu-banks-mobile-banking-kyc/story/1/12725.html …	AntonioSelas	3	2	1472920598	772111068005007360	https://twitter.com/AntonioSelas/status/772111068005007360		# # #	
bitcoin 	The Fight for On- # Blockchain # Bitcoin Scaling Soldiers On - CoinDeskhttp://www.coindesk.com/on-chain-scaling-bitcoin-blockchain-conference/ …	AntonioSelas	0	3	1472906673	772052663127146496	https://twitter.com/AntonioSelas/status/772052663127146496		# #	
	Microsoft To Create a # SmartContract Security Task Group | # blockchain | The Merkle http://themerkle.com/microsoft-to-create-a-smart-contract-security-task-group/ …	AntonioSelas	0	1	1472879520	771938775740145664	https://twitter.com/AntonioSelas/status/771938775740145664		# #	
	# AI to offer banking, untouched by human hands | # bank # KYC # AML # fintech |Banking Exchange http://www.bankingexchange.com/blogs-3/making-sense-of-it-all/item/6445-ai-to-offer-banking-untouched-by-human-hands …	AntonioSelas	1	0	1472860843	771860439689035777	https://twitter.com/AntonioSelas/status/771860439689035777		# # # # #	
	# Fintech ushers in new era for financial sector - The Nation http://www.nationmultimedia.com/business/Fintech-ushers-in-new-era-for-financial-sector-30294414.html …	AntonioSelas	2	2	1472859899	771856480337297409	https://twitter.com/AntonioSelas/status/771856480337297409		#	
	# Fintech Startups Face Dilemma on # Banks: Are They Friend or Foe? - MoneyBeat - WSJhttp://blogs.wsj.com/moneybeat/2016/09/02/fintech-startups-face-dilemma-on-banks-are-they-friend-or-foe/ …	AntonioSelas	4	4	1472859679	771855553761017856	https://twitter.com/AntonioSelas/status/771855553761017856		# #	
	むしろどこが問題なんですかね…。	mochi_wsj	1	0	1472916873	772095442842624001	https://twitter.com/mochi_wsj/status/772095442842624001			
	personally? i don't have any because it's the best way to avoid disappointment. it'll be within next 4 months anyway :)	mochi_wsj	4	0	1472912381	772076601852821504	https://twitter.com/mochi_wsj/status/772076601852821504			
	don't know. maybe maybe not. but either way, in 3 months. that much of time we can wait I'm sure!	mochi_wsj	1	0	1472911141	772071403935834112	https://twitter.com/mochi_wsj/status/772071403935834112			
	記事中でも引用したハーバードの長内さん。「というか、光学メディアを使っているのってゲーム業界くらいなんですよね」。そういえば、最近はUSBとかダウンロードとかですからね…。任天堂は実店舗で「手に取れる」という文化も大切にしている気がします。POSAカード然り。個人的には好き。	mochi_wsj	5	0	1472911009	772070848257662978	https://twitter.com/mochi_wsj/status/772070848257662978			
	This is line I used to show that Nintendo boss Kimishima telling NX unveiling by year-end https://www.nintendo.co.jp/ir/en/library/events/160428/04.html …pic.twitter.com/dX6gwbx2iS	mochi_wsj	30	17	1472910786	772069912462274560	https://twitter.com/mochi_wsj/status/772069912462274560			
	Vitaも3DSも「カード」と呼んでいるけど大枠的にはカートリッジ。なので「ゲームカートリッジ」のイメージが「レトロ」なのはちょっとびっくり。やっぱりファミコンのあのイメージなんでしょうか…。	mochi_wsj	9	5	1472910467	772068575104208898	https://twitter.com/mochi_wsj/status/772068575104208898			
	15 Startup Incubators and Accelerators in # Pakistanhttp://ln.is/www.techlist.pk/fp8Nz …	SafarazAli	1	0	1472913290	772080414617985026	https://twitter.com/SafarazAli/status/772080414617985026		#	
	Thomas Paine, Advocate of Sound Money and Banking http://www.alt-m.org/2016/08/30/thomas-paine-advocate-of-sound-money-and-banking/ … via @ CatoCMFA	jonmatonis	2	7	1472928024	772142214084431878	https://twitter.com/jonmatonis/status/772142214084431878			@
	Visit the new, improved First Global Credit Trading Platform https://trading.firstglobalcredit.com/  from @ FirstGlobalCredpic.twitter.com/AjGuDEZQjT	jonmatonis	2	3	1472916450	772093672355688448	https://twitter.com/jonmatonis/status/772093672355688448			@
	Why, @ bloqinc of course	jgarzik	1	1	1472928065	772142386491170817	https://twitter.com/jgarzik/status/772142386491170817			@
	Entrepreneurs are beginning to figure out there there is a, er, platform ripe for disruption, where we spent 1/3 of our lives.	jgarzik	1	0	1472920876	772112236319940608	https://twitter.com/jgarzik/status/772112236319940608			
	Don't care what NOAA or @ weatherchannel says; it's Hurricane Hermione.	jgarzik	5	0	1472918926	772104056198144000	https://twitter.com/jgarzik/status/772104056198144000			@
bitcoin 	Bitcoin gave me hope in humanity. # ThankYouSatoshi	SunnyStartups	5	2	1472938956	772188068631683072	https://twitter.com/SunnyStartups/status/772188068631683072		#	
bitcoin 	Every way you look at it, bitcoin just makes sense. I'm cool with being a bitcoin maximalist. # ThankYouSatoshipic.twitter.com/4CN9FM5poc	SunnyStartups	36	18	1472938530	772186280994242560	https://twitter.com/SunnyStartups/status/772186280994242560		#	
	India & Canada, my 2 favourite countries!https://twitter.com/curtisschin/status/772150355132121089 …	SunnyStartups	1	0	1472931841	772158225508687873	https://twitter.com/SunnyStartups/status/772158225508687873			
bitcoin 	Believing in Bitcoin http://buff.ly/2bTAfxr @ BitGo	SunnyStartups	2	1	1472921820	772116193092182016	https://twitter.com/SunnyStartups/status/772116193092182016			@
	Not a Drill: SETI Is Investigating a Possible Extraterrestrial Signal From Deep Space http://buff.ly/2ccWZsI	SunnyStartups	1	0	1472915648	772090305961140224	https://twitter.com/SunnyStartups/status/772090305961140224			
bitcoin 	Bitcoin is THE movement of our time.	SunnyStartups	6	5	1472903452	772039153106030592	https://twitter.com/SunnyStartups/status/772039153106030592			
	Best. Investors. Ever.https://twitter.com/unocoin/status/772032243292262400 …	SunnyStartups	4	3	1472901929	772032764686106624	https://twitter.com/SunnyStartups/status/772032764686106624			
	TRENDS JOURNAL: Boomers Turn 70 Find opportunity targeting this demo: The graceful, artful agershttp://trendsresearch.com/trends-journal/	geraldcelente	6	3	1472936451	772177562541944832	https://twitter.com/geraldcelente/status/772177562541944832			
	TRENDS JOURNAL: The Presidential Reality Show® Cowards, liars, freaks and fools http://trendsresearch.com/trends-journal/	geraldcelente	8	8	1472918459	772102098435596288	https://twitter.com/geraldcelente/status/772102098435596288			
	"Trends In The News - ""Yellen Yaps, Obama Wages War"" https://www.youtube.com/watch?v=cIHNtKZiFzc …"	geraldcelente	2	7	1472907650	772056762404995073	https://twitter.com/geraldcelente/status/772056762404995073			
	“A verdade sobre Bel Pesce” by @ belpescehttps://medium.com/@belpesce/a-verdade-sobre-bel-pesce-82c706e16b4a?source=twitterShare-7096ccd0251b-1472919028 …	wences	13	6	1472919032	772104501629063168	https://twitter.com/wences/status/772104501629063168			@ @belpesce
	Alguien tiene un asador en en el Bay Area que me puedan prestar para hacer un corderito? Como no tengo asador? Es una historia larga.. :)	wences	12	2	1472864874	771877343862206464	https://twitter.com/wences/status/771877343862206464			
	# Slack channel next?https://twitter.com/pgc_at_work/status/771963085900881924 …	gpn01	2	0	1472893107	771995762851012608	https://twitter.com/gpn01/status/771995762851012608		#	
	“Create a society where # women get equal # justice” by @ reidhoffman https://medium.com/@reidhoffman/create-a-society-where-women-get-equal-justice-1afbe5053eaf?source=twitterShare-b00a7c67fcb4-1472885936 …	DianacBiggs	5	4	1472885962	771965795865862144	https://twitter.com/DianacBiggs/status/771965795865862144		# #	@ @reidhoffman
	Please be cautious with wallets that hold customer keys and funds.	diiorioanthony	2	0	1472928715	772145115683024896	https://twitter.com/diiorioanthony/status/772145115683024896			
	"..also I recall u being adamant about having ""founder"" title. After move from 5 to 8 founders we sealed founder door. # immutability"	diiorioanthony	4	2	1472906911	772053661837094912	https://twitter.com/diiorioanthony/status/772053661837094912		#	
ethereum 	"Fine, but accurate history & facts r important & your twitter & # ethereum site lists ""founder"", not enabler https://web.archive.org/web/20140330210828/https://www.ethereum.org/ …"	diiorioanthony	4	3	1472905133	772046202540032001	https://twitter.com/diiorioanthony/status/772046202540032001		#	
ethereum 	Wishing September to be a landmark month for # Ethereum esp. w/ # devcon2 a couple weeks away. Saddens me I won't be able 2 attend this year.	diiorioanthony	11	0	1472904691	772044347919433728	https://twitter.com/diiorioanthony/status/772044347919433728		# #	
	I'm setting it straight. Some telling media they wer founders & just not true. Time doesn't change fact, accurate history important	diiorioanthony	4	1	1472898882	772019983643766786	https://twitter.com/diiorioanthony/status/772019983643766786			
	Dash wlll stay on # Android # windows # FirefoxOS @ googlechrome @ Linux @ Apple Dsktop	diiorioanthony	4	2	1472872435	771909057678544896	https://twitter.com/diiorioanthony/status/771909057678544896		# # #	@ @ @
	Android and other platforms with not change. Only @ AppStore.	diiorioanthony	2	0	1472872272	771908373298155520	https://twitter.com/diiorioanthony/status/771908373298155520			@
	In 2 weeks will remove @ Dashpay from @ AppStore ver. Dash will remain on @ jaxx_io other platforms	diiorioanthony	3	0	1472871532	771905271417466880	https://twitter.com/diiorioanthony/status/771905271417466880			@ @ @
	I won't speculate to why @ Apple has only approved 6 crypto platforms. This space is difficult to navigate & caution to be expected. @ jaxx_io	diiorioanthony	5	1	1472871310	771904339388530688	https://twitter.com/diiorioanthony/status/771904339388530688			@ @
	As a privacy & security fanatic, I've really become intrigued by @ Dashpay & @ monerocurrency over the past few months.	diiorioanthony	20	7	1472870362	771900362198511616	https://twitter.com/diiorioanthony/status/771900362198511616			@ @
	They won't say.	diiorioanthony	0	0	1472869338	771896069722611712	https://twitter.com/diiorioanthony/status/771896069722611712			
	They're a business trying to do what's best for their company, their users, and their brand. It's tricky navigating crypto.	diiorioanthony	2	0	1472867896	771890019783020544	https://twitter.com/diiorioanthony/status/771890019783020544			
ethereum 	Take a trip down memory lane. Check out Internet archive's Wayback machine for # ethereum.org https://web.archive.org/web/*/http://ethereum.org … Jan 6 2014 - Present	diiorioanthony	5	1	1472867578	771888686782881792	https://twitter.com/diiorioanthony/status/771888686782881792		#	
	Must be. I've been trying to contact him for weeks. No response, no answer. He's tweeting though.	diiorioanthony	0	0	1472866996	771886243768664064	https://twitter.com/diiorioanthony/status/771886243768664064			
ethereum 	Time doesn't change history. Ethereum founders @ VitalikButerin Me Amir C. @ MihaiAlisie @ IOHK_Charles @ ethereumJoseph @ gavofyork @ jeffehh	diiorioanthony	17	5	1472866793	771885395839750144	https://twitter.com/diiorioanthony/status/771885395839750144			@ @ @ @ @ @
	The cheap money drug did work, briefly. Now politicians must kick the habit http://www.thetimes.co.uk/article/4e1851d4-7142-11e6-b4fa-dff7fb6cfc8a …	robdgill	0	0	1472896644	772010599140069376	https://twitter.com/robdgill/status/772010599140069376			
bitcoin 	Crypto currencies always likely to prove most useful to the developing world https://cointelegraph.com/news/mexico-bitcoin-exchanges-ready-for-boom-as-trump-promises-suppressing-money-transfers …	robdgill	0	0	1472892112	771991590168657920	https://twitter.com/robdgill/status/771991590168657920			
	Never mind four, will we see even one Fed hike in 2016? - Mixed jobs report won't settle rate-hike debate at the Fed http://bv.ms/2cvMSmn	robdgill	1	0	1472888549	771976646337368064	https://twitter.com/robdgill/status/771976646337368064			
	OK. Going underground. Victoria line on a Saturday night. This should be fun, ya bloody rabble.	leashless	5	0	1472938045	772184246844882944	https://twitter.com/leashless/status/772184246844882944			
	does this show in the quality of their capitalism?	leashless	0	0	1472937707	772182828612251648	https://twitter.com/leashless/status/772182828612251648			
	. @ sebnem @ Ftuuky tell that to the nuclear weapons bureaucrats or the Five Eyes.	leashless	4	0	1472937665	772182651767848964	https://twitter.com/leashless/status/772182651767848964			@ @
