	Yes. Reach out to v@buterin.com anytime.	VitalikButerin	9	1	1490867975	847387823388868608	https://twitter.com/VitalikButerin/status/847387823388868608			@buterin
	Beijing Officials Demand Chinese # Blockchain Standards # fintech # DLT http://www.the-blockchain.com/2017/03/30/beijing-officials-demand-chinese-blockchain-standards/ …pic.twitter.com/ObVk15RfXp	sbmeunier	1	3	1490857518	847343961869910016	https://twitter.com/sbmeunier/status/847343961869910016		# # #	
	How to supercharge robotic process automation # RPA # cognitive # AI # fintech http://www.zdnet.com/article/how-to-supercharge-robotic-process-automation/ …pic.twitter.com/IZofaT0IZ0	sbmeunier	3	3	1490853904	847328806872301569	https://twitter.com/sbmeunier/status/847328806872301569		# # # #	
	Please Don’t Hire a Chief Artificial Intelligence Officer # AI # fintech # insurtech https://hbr.org/2017/03/please-dont-hire-a-chief-artificial-intelligence-officer …pic.twitter.com/1uoELVx9Qd	sbmeunier	10	7	1490851514	847318781479211008	https://twitter.com/sbmeunier/status/847318781479211008		# # #	
	Automation across financial services: hype or reality? # RPA # AI # fintech # insurtech # regtech https://www.financierworldwide.com/automation-across-financial-services-hype-or-reality/#.WNxwcaIjVK8 …pic.twitter.com/oSW8QPucgv	sbmeunier	35	34	1490850398	847314099805409281	https://twitter.com/sbmeunier/status/847314099805409281		# # # # # #	
	# VC Funnel Shows Odds of Becoming a Unicorn Are Less than 1% # fintech # insurtech # startups https://www.cbinsights.com/blog/venture-capital-funnel-2/ …pic.twitter.com/n0L7gK1GgY	sbmeunier	6	7	1490842307	847280162257289222	https://twitter.com/sbmeunier/status/847280162257289222		# # # #	
	BlackRock Bets on # Robots to Improve Its Stock Picking # fintech # roboadvisor # Assetmanagementhttps://www.wsj.com/articles/blackrock-bets-on-robots-to-improve-its-stock-picking-1490736002 …	sbmeunier	3	3	1490828273	847221303199305729	https://twitter.com/sbmeunier/status/847221303199305729		# # # #	
	Good read -> The Trade-Off Every # AI Company Will Face # fintech # insurtech https://hbr.org/2017/03/the-trade-off-every-ai-company-will-face …pic.twitter.com/43FwNoX5on	sbmeunier	1	3	1490827312	847217269520445440	https://twitter.com/sbmeunier/status/847217269520445440		# # #	
	Hyperledger Promises # Blockchain Debut in # TradeFinance in 2017 # fintechhttp://cointelegraph.com/news/hyperledger-promises-blockchain-debut-in-trade-finance-in-2017 …	sbmeunier	11	10	1490827192	847216767583834112	https://twitter.com/sbmeunier/status/847216767583834112		# # #	
bitcoin 	mmhhttps://twitter.com/bitcoinmagazine/status/847082969663713280 …	sbmeunier	1	2	1490827029	847216083299942401	https://twitter.com/sbmeunier/status/847216083299942401			
	that $ XRP thopic.twitter.com/TCyO0Ne5EM	Melt_Dem	18	1	1490909682	847562753619439617	https://twitter.com/Melt_Dem/status/847562753619439617			
	. @ joycejshen leads Emerging Tech & Investments @ thomsonreuters - her take on # blockchain for data and infrastructurehttps://medium.com/@Melt_Dem/women-in-blockchain-joyce-shen-thomson-reuters-5fa566d87785 …	Melt_Dem	12	5	1490892461	847490524260859904	https://twitter.com/Melt_Dem/status/847490524260859904		#	@ @ @Melt_Dem
bitcoin 	thanks to @ howardlindzon and the @ StockTwits team for giving me a microphone and letting me talk about # bitcoin and # blockchain today - FUN!	Melt_Dem	15	0	1490889871	847479662997417986	https://twitter.com/Melt_Dem/status/847479662997417986		# #	@ @
bitcoin 	so awesome to add the @ LedgerHQ team to our @ DCGco family! crypto = security but UX still has many gaps to solve forhttps://blog.ledger.co/ledger-raises-7m-to-accelerate-worldwide-adoption-of-security-solutions-for-bitcoin-and-blockchain-214aef1d4ccd …	Melt_Dem	13	1	1490889699	847478940696326146	https://twitter.com/Melt_Dem/status/847478940696326146			@ @
	WHOO!!!! our team @ DCGco is so proud to support you	Melt_Dem	3	0	1490889439	847477850420756480	https://twitter.com/Melt_Dem/status/847477850420756480			@
bitcoin 	thanks to @ PurseIO for supporting projects like these - # bitcoin # communityhttps://twitter.com/bcoinio/status/846836018560978945 …	Melt_Dem	21	2	1490828762	847223351114293249	https://twitter.com/Melt_Dem/status/847223351114293249		# #	@
bitcoin 	this is great! what an awesome use of @21 - gathering opinions on # bitcoin scaling https://twitter.com/21/status/847220883735191553 …	Melt_Dem	17	9	1490828556	847222486353764352	https://twitter.com/Melt_Dem/status/847222486353764352		#	@21
	back in Hamilton Island next month with @ therobnixon @ pennypower # openinggates 6 year review 2011-2017	thomaspower	1	0	1490881878	847446137602580484	https://twitter.com/thomaspower/status/847446137602580484		#	@ @
	seepic.twitter.com/lexkyonMI0	thomaspower	0	0	1490879985	847438198552870912	https://twitter.com/thomaspower/status/847438198552870912			
	@ JetLovers this is incorrectpic.twitter.com/WSHolkP0mE	thomaspower	0	0	1490879926	847437948446318598	https://twitter.com/thomaspower/status/847437948446318598			@
	Excellent @ BuzzFeed going public in 2018 https://www.axios.com/scoop-buzzfeed-going-public-in-2018-2334551408.html … via @ mathewi on @ refindcom @ BenedictEvans @ pmarca @ bhorowitz	thomaspower	0	0	1490874455	847415000658395136	https://twitter.com/thomaspower/status/847415000658395136			@ @ @ @ @ @
	The Unnecessary Fragmentation of Design Jobs – Signal v. Noise https://m.signalvnoise.com/the-unnecessary-fragmentation-of-design-jobs-d5b9c8621082 … via @ webuproar on @ refindcom @ HannahIPower	thomaspower	0	1	1490874452	847414991678459904	https://twitter.com/thomaspower/status/847414991678459904			@ @ @
	Still my London favourite hotel (@The @ LandmarkLondon in Marylebone, London)https://www.swarmapp.com/c/defu9kKkABh	thomaspower	3	0	1490860650	847357101307383808	https://twitter.com/thomaspower/status/847357101307383808			@The @
	The 265 members of Congress who sold you out to ISPs, and how much it cost to buy them http://www.theverge.com/2017/3/29/15100620/congress-fcc-isp-web-browsing-privacy-fire-sale … via @ GoodBerger on @ refindcom	thomaspower	2	1	1490858122	847346496102060033	https://twitter.com/thomaspower/status/847346496102060033			@ @
	Followerwonk: Twitter analytics, follower segmentation, social graph tracking, & more https://moz.com/followerwonk  via @ Moz on @ refindcom	thomaspower	0	0	1490857908	847345599141650433	https://twitter.com/thomaspower/status/847345599141650433			@ @
	Facebook will launch group chatbots at F8 | TechCrunch https://techcrunch.com/2017/03/29/facebook-group-bots … via @ chrismessina on @ refindcom	thomaspower	0	0	1490857907	847345596222406657	https://twitter.com/thomaspower/status/847345596222406657			@ @
	The future of messaging bots and chat for business – Chris Messina – Medium https://medium.com/chris-messina/the-future-of-messaging-bots-and-chat-for-business-54b94380ffb7 … via @ chrismessina on @ refindcom	thomaspower	1	0	1490857907	847345595555627012	https://twitter.com/thomaspower/status/847345595555627012			@ @
	How to set up a VPN in 10 minutes for free (and why you urgently need one) https://medium.freecodecamp.com/how-to-set-up-a-vpn-in-5-minutes-for-free-and-why-you-urgently-need-one-d5cdba361907 … via @ chaibizi on @ refindcom	thomaspower	2	0	1490857900	847345567487283200	https://twitter.com/thomaspower/status/847345567487283200			@ @
	On product/market fit for startups | Marc Andreessen | LinkedIn https://www.linkedin.com/pulse/marc-andreessen-product-market-fit-startups-marc-andreessen … via @ JacobJarnvall on @ refindcom @ pmarca	thomaspower	0	0	1490857423	847343565378170883	https://twitter.com/thomaspower/status/847343565378170883			@ @ @
	How the Web Became Unreadable https://backchannel.com/how-the-web-became-unreadable-a781ddc711b6 … via @ aleyda on @ refindcom	thomaspower	3	0	1490856722	847340625678655488	https://twitter.com/thomaspower/status/847340625678655488			@ @
	Raindrop.io — Keep your favorites handy https://raindrop.io/  via @ Varna on @ refindcom @ MediaRaindrop @ raindrop @raindropio	thomaspower	0	0	1490856714	847340593105690626	https://twitter.com/thomaspower/status/847340593105690626			@ @ @ @ @raindropio
	Economic growth in the US: A tale of two countries | VOX, CEPR’s Policy Portalhttp://voxeu.org/article/economic-growth-us-tale-two-countries#.WNyn8glpNto.twitter …	thomaspower	0	0	1490855933	847337314694987777	https://twitter.com/thomaspower/status/847337314694987777		#	
	amazing I guess it had to come @ HannahIPower @ rosspower @ tjpower @ pennypower @ _GailThomas @ Bob_Barker @ ChrisWSimmons @ brendanprobertshttps://twitter.com/Stevewal63/status/847316862199144448 …	thomaspower	4	0	1490851135	847317192345399297	https://twitter.com/thomaspower/status/847317192345399297			@ @ @ @ @ @ @ @
	This will help you understand the Samsung S8 I've gone for the plus larger size time for Google Pixel XL to move onhttps://youtu.be/zWrmEy0lkWI	thomaspower	1	0	1490850051	847312644428017666	https://twitter.com/thomaspower/status/847312644428017666			
	nicehttps://twitter.com/CNET/status/847122435036106752 …	thomaspower	1	1	1490849423	847310011332141057	https://twitter.com/thomaspower/status/847310011332141057			
	clever # nicehttps://twitter.com/geoffreyfowler/status/847116711509712896 …	thomaspower	1	1	1490849346	847309687590502400	https://twitter.com/thomaspower/status/847309687590502400		#	
	very cleverhttps://twitter.com/BenedictEvans/status/847136554455777280 …	thomaspower	0	1	1490849249	847309281711996930	https://twitter.com/thomaspower/status/847309281711996930			
	worth a read @ ChrisWSimmonshttps://twitter.com/mims/status/847145577968287753 …	thomaspower	1	1	1490849220	847309160517582848	https://twitter.com/thomaspower/status/847309160517582848			@
	RU a cheese addict? Never saw that before ...	thomaspower	0	0	1490849160	847308905881288704	https://twitter.com/thomaspower/status/847308905881288704			
	agreed they're annoying and poor # overkillhttps://twitter.com/mims/status/847186921474445312 …	thomaspower	0	0	1490849093	847308625840193536	https://twitter.com/thomaspower/status/847308625840193536		#	
	doesn't look that much bigger # samsunggalaxys8https://twitter.com/caro_milanesi/status/847181115622350848 …	thomaspower	0	0	1490848998	847308226844545024	https://twitter.com/thomaspower/status/847308226844545024		#	
	agree Benhttps://twitter.com/BenBajarin/status/847210419940753409 …	thomaspower	1	0	1490848920	847307899403554818	https://twitter.com/thomaspower/status/847307899403554818			
	so why didn't he?https://twitter.com/nycjim/status/847212060547170304 …	thomaspower	0	0	1490848903	847307829450907648	https://twitter.com/thomaspower/status/847307829450907648			
	staggering the speed of progress we live in now # ordered @ SamsungMobilehttps://twitter.com/SamsungMobile/status/847105819388841987 …	thomaspower	0	1	1490847169	847300555785424898	https://twitter.com/thomaspower/status/847300555785424898		#	@
	haha # AIhttps://twitter.com/Stevewal63/status/847182610220679169 …	thomaspower	2	1	1490845159	847292127998390272	https://twitter.com/thomaspower/status/847292127998390272		#	
	Great to hang out in Tokyo and great discussion on scaling. We can have both. :-)	SimonDixonTwitt	1	0	1490849947	847312208165875712	https://twitter.com/SimonDixonTwitt/status/847312208165875712			
	The genie, he doesn't want to get back in the bottle now. Any ideas on what it takes? A bigger bottle perhaps?	el33th4xor	5	0	1490905945	847547081044631552	https://twitter.com/el33th4xor/status/847547081044631552			
	It's not meant to be used. It'll gain value by virtue of not being used. /s	el33th4xor	11	3	1490904179	847539673266180096	https://twitter.com/el33th4xor/status/847539673266180096			
	But I'll point out that the entrenched are evidently not winning the hearts&minds and that calls for a fork are signs of extreme unhappiness	el33th4xor	8	0	1490901018	847526416304427009	https://twitter.com/el33th4xor/status/847526416304427009			
	That flawed analogy doesn't even parse Adam. Not surprising that the entrenched would reject all claims for better/different governance.	el33th4xor	11	1	1490900919	847526001978376193	https://twitter.com/el33th4xor/status/847526001978376193			
	Take a look at # Tezos.	el33th4xor	2	0	1490894048	847497181648924678	https://twitter.com/el33th4xor/status/847497181648924678		#	
bitcoin 	Until recently, Bitcoin was poised to revamp finance. Now, it has been Balkanized, w/ everyone tracking everyone else's tribal affiliation.	el33th4xor	58	14	1490893981	847496901129854976	https://twitter.com/el33th4xor/status/847496901129854976			
bitcoin 	Bitcoin has always had an in-/out-group problem. Distributed systems aren't sports clubs: don't take sides where there's science involved.https://twitter.com/JackieMJensen/status/847440978713563136 …	el33th4xor	55	14	1490892349	847490054532382721	https://twitter.com/el33th4xor/status/847490054532382721			
	of course I do. Congratulations!	el33th4xor	2	0	1490875215	847418190254587906	https://twitter.com/el33th4xor/status/847418190254587906			
	@ jeppec And let's not forget the Varangian Guard.	el33th4xor	6	1	1490848787	847307345231101954	https://twitter.com/el33th4xor/status/847307345231101954			@
	One would have thought that the Dems had learned their lesson on trying to capture the center-right at the cost of abandoning their base.https://twitter.com/PolitikMasFina/status/847157625536073730 …	el33th4xor	8	2	1490840985	847274617555214336	https://twitter.com/el33th4xor/status/847274617555214336			
	Also, to Differential Privacy, and countless other topics. She is, and has been, amazingly productive.	el33th4xor	1	0	1490840833	847273979903528962	https://twitter.com/el33th4xor/status/847273979903528962			
	This cuts both ways. I don't believe anyone has the moral high ground, except those who argue quantitatively.	el33th4xor	0	0	1490837833	847261396802740225	https://twitter.com/el33th4xor/status/847261396802740225			
	Digital Currency Exchange @ ShapeShift_io Raises $10.4 Million Series A - @ ErikVoorhees ShapeShift.iohttp://www.coindesk.com/funding-shapeshift-10-4-million-series-a/ …	BitcoinByte	0	0	1490903285	847535924275802112	https://twitter.com/BitcoinByte/status/847535924275802112			@ @
bitcoin 	. @ LedgerHQ raises $7M to accelerate worldwide adoption of security solutions for # bitcoin & # blockchain https://blog.ledger.co/ledger-raises-7m-to-accelerate-worldwide-adoption-of-security-solutions-for-bitcoin-and-blockchain-214aef1d4ccd … @ EricLarch	BitcoinByte	3	1	1490890990	847484355614093312	https://twitter.com/BitcoinByte/status/847484355614093312		# #	@ @
bitcoin 	Could cryptocurrency help the ‘bottom billion’? | University of Cambridge @ GarrickHileman # bitcoinhttps://www.cam.ac.uk/research/features/could-cryptocurrency-help-the-bottom-billion …	BitcoinByte	3	2	1490869392	847393768428851201	https://twitter.com/BitcoinByte/status/847393768428851201		#	@
	Look forward to featuring @ myrunangel soon in Business Showcase http://irishtechnews.ie/category/business-showcase/ … @ SimonCocking @ Irish_TechNewspic.twitter.com/xyxVMynxC5	SimonCocking	5	2	1490902452	847532432198967299	https://twitter.com/SimonCocking/status/847532432198967299			@ @ @
	they were sent via Cameron Wood at Webershandwick March 10th.	SimonCocking	0	0	1490880075	847438574404239367	https://twitter.com/SimonCocking/status/847438574404239367			
	How do you know if your 401(k) is good or bad? If it’s bad, what should you do? Here’s a quick guide that might help http://ow.ly/TALW30apDdG pic.twitter.com/oHSc1grS5Y	GerberKawasaki	6	4	1490905815	847546536531812354	https://twitter.com/GerberKawasaki/status/847546536531812354			
	Could he become number one. Maybe. Gates vs Bezos. $ msft vs $ amzn. We like both companies.https://twitter.com/business/status/847539479803969536 …	GerberKawasaki	4	1	1490904735	847542006377136128	https://twitter.com/GerberKawasaki/status/847542006377136128			
	can't find anyone who doesn't want a tax cut.	GerberKawasaki	2	0	1490904589	847541393908092929	https://twitter.com/GerberKawasaki/status/847541393908092929			
	Another nice day for # stocks. Led by financials higher. Nice move in $ frc and $ kre Stong markets anticipating good earnings.	GerberKawasaki	1	0	1490904434	847540745078587392	https://twitter.com/GerberKawasaki/status/847540745078587392		#	
	"""Wherever the art of medicine is loved, there is also a love of humanity."" -- Hippocrates Happy National Doctor's Day to all physicians!pic.twitter.com/NtkgYx6RD7"	GerberKawasaki	0	0	1490900421	847523910509842432	https://twitter.com/GerberKawasaki/status/847523910509842432			
	Tesla getting to all time highs. Up another $4 to $281. You can't underestimate the importance of the tencent deal. Great deal for $ tsla	GerberKawasaki	18	4	1490882020	847446731402862597	https://twitter.com/GerberKawasaki/status/847446731402862597			
	Is the # Trump era making everyone large and lazy? Is it video games? Need new styles? Addias seems to get it. What's up with $ nke $ ua $ lulu	GerberKawasaki	8	0	1490881338	847443872426762240	https://twitter.com/GerberKawasaki/status/847443872426762240		#	
	$ lulu gets clobbered as high price liberal elite clothing not doing as well. Bad $ nke and $ ua reports. What's happening with athleasure?	GerberKawasaki	0	1	1490881249	847443498999492609	https://twitter.com/GerberKawasaki/status/847443498999492609			
	# stocks start lower. Lots of # brexit talk. Who knows. # eu messy breakup. Oil and energy rallying today. Seems to be stabilizing here.	GerberKawasaki	2	1	1490881189	847443245177069568	https://twitter.com/GerberKawasaki/status/847443245177069568		# # #	
	A big win for obesity jack and the box and door dash hook up. Jack in the Box inks DoorDash delivery deal - Reutershttps://apple.news/ABjIBmDV4SqW-IVeyVJZmeQ …	GerberKawasaki	2	2	1490880899	847442031517421569	https://twitter.com/GerberKawasaki/status/847442031517421569			
	High risk, we own a little. $ CHK	GerberKawasaki	0	0	1490830272	847229685914255360	https://twitter.com/GerberKawasaki/status/847229685914255360			
	Tough lessons. # ackman $ VRXhttps://www.bloomberg.com/news/articles/2017-03-29/ackman-is-profoundly-sorry-for-4-billion-valeant-mistake …	GerberKawasaki	1	1	1490828077	847220478565470208	https://twitter.com/GerberKawasaki/status/847220478565470208		#	
bitcoin 	CoinDesk Explainer: The Bitcoin Unlimited Debatehttp://buff.ly/2nr3XPn	obussmann	1	1	1490899260	847519042638360576	https://twitter.com/obussmann/status/847519042638360576			
	Blockstack Launches Third-Ever # Blockchain Product On Amazon Marketplacehttp://buff.ly/2mqU1n6	obussmann	5	3	1490881925	847446335146090496	https://twitter.com/obussmann/status/847446335146090496		#	
	Like & share: Brexit is not the death knell for UK FinTech http://buff.ly/2obb9lD pic.twitter.com/Ip8jIXV6ua	obussmann	6	3	1490872862	847408320625360897	https://twitter.com/obussmann/status/847408320625360897			
	Fully agree with @ lwintermeyer : Triggering of Article 50 Puts # Fintech at Riskshttp://buff.ly/2okiRqO	obussmann	6	7	1490869394	847393773323599873	https://twitter.com/obussmann/status/847393773323599873		#	@
	Singapore partners with Bahrain to develop a # fintech ecosystem http://buff.ly/2obBm3M	obussmann	4	1	1490869256	847393195042381824	https://twitter.com/obussmann/status/847393195042381824		#	
	Like & share: Brexit is not the death knell for UK FinTech https://www.linkedin.com/pulse/brexit-death-knell-uk-fintech-oliver-bussmann …pic.twitter.com/f5hP7pa0Pc	obussmann	28	20	1490861361	847360084422180865	https://twitter.com/obussmann/status/847360084422180865			
	German # Fintech Partners With Japanhttp://buff.ly/2n8D45l	obussmann	5	5	1490855473	847335387563409412	https://twitter.com/obussmann/status/847335387563409412		#	
litecoin 	Litecoin price blips today https://coinmarketcap.com/currencies/litecoin/ … - up almost 50% in past 24 hours	Chris_Skinner	0	1	1490871006	847400536643051520	https://twitter.com/Chris_Skinner/status/847400536643051520			
	GulfTech is the next big thing via Chris Skinner's blog - I’ve just returned from the United ...http://tinyurl.com/mb3voaa	Chris_Skinner	4	2	1490862995	847366934341361664	https://twitter.com/Chris_Skinner/status/847366934341361664			
	GulfTech is the next big thing - I’ve just returned from the United Arab Emirates (UAE) where there were a number... http://fb.me/63MpzA9eE	Chris_Skinner	0	1	1490862479	847364769900224512	https://twitter.com/Chris_Skinner/status/847364769900224512			
	Things worth reading: 30th March 2017 via Chris Skinner's blog - Things we're reading today ...http://tinyurl.com/lcmmshl	Chris_Skinner	0	0	1490855841	847336930425446403	https://twitter.com/Chris_Skinner/status/847336930425446403			
	Things worth reading: 30th March 2017 - Things we're reading today include ... Mobile banking is saving us... http://fb.me/1UO8ABasR	Chris_Skinner	1	0	1490855456	847335317019344897	https://twitter.com/Chris_Skinner/status/847335317019344897			
	1 Year of Flights Visualized Beautifully as a Million Flowing Particles http://bit.ly/2oB2sxJ  via @ galka_maxpic.twitter.com/ELcOVCJjlP	davidbrear	3	1	1490909048	847560097437974529	https://twitter.com/davidbrear/status/847560097437974529			@
	Hey - recruiter or head of talent type person? :)	davidbrear	0	0	1490902713	847533526652203008	https://twitter.com/davidbrear/status/847533526652203008			
	How the Internet of Things Will Change Your Life -http://bit.ly/2oaQKxk	davidbrear	2	2	1490901781	847529616071962624	https://twitter.com/davidbrear/status/847529616071962624			
	Right... we got this... @ JeffTijssenpic.twitter.com/UNYQ2MAWvT	davidbrear	1	0	1490895638	847503851875962880	https://twitter.com/davidbrear/status/847503851875962880			@
bitcoin ethereum 	The 1 Reason Why @ CEO and @ DanFleyshman Are All In on Ethereum, Bitcoin’s Competitor @ Influencive http://bit.ly/2ojNsVr @ BrianDEvanspic.twitter.com/xdxKlD6ztJ	davidbrear	6	1	1490889302	847477277046657024	https://twitter.com/davidbrear/status/847477277046657024			@ @ @ @
	# Startups - what it takes to quit your job and build a successful recruitment business http://bit.ly/2ojQJ7w  by @ RecCoach_Com	davidbrear	0	0	1490883480	847452855652950016	https://twitter.com/davidbrear/status/847452855652950016		#	@
	Venture Communism: How # China Is Building a Start-Up Boom - @ nytimes http://nyti.ms/2oB87DT pic.twitter.com/F818nNCI3c	davidbrear	2	1	1490873942	847412849655767040	https://twitter.com/davidbrear/status/847412849655767040		#	@
	sounds like a good Thursday. Catch you later.	davidbrear	1	0	1490862810	847366158672044033	https://twitter.com/davidbrear/status/847366158672044033			
	Today's metaphor pic.twitter.com/BlMVnqzekU	davidbrear	3	0	1490862575	847365175384522753	https://twitter.com/davidbrear/status/847365175384522753			
	# AI is ripe for abuse, tech executive warns: 'a fascist's dream' via @ Guardian http://bit.ly/2oaIjSD pic.twitter.com/8WcTXgwRCj	davidbrear	1	1	1490862006	847362785688248320	https://twitter.com/davidbrear/status/847362785688248320		#	@
	Just because I have a beard, lady at Starbucks, doesn't mean I want it to be a coconut latte... I do though. But not because of that...	davidbrear	12	0	1490859269	847351307505508352	https://twitter.com/davidbrear/status/847351307505508352			
	keep saying that also!! Or a London flat...	davidbrear	0	0	1490852193	847321630736957443	https://twitter.com/davidbrear/status/847321630736957443			
	# Startup lessons learned from playing video games - http://bit.ly/2of7QXM  by @ king_jaffpic.twitter.com/Q1qrdZZsqE	davidbrear	1	1	1490835185	847250290755592194	https://twitter.com/davidbrear/status/847250290755592194		#	@
	Follow these 4 tips to ensure that meetings aren't getting in the way of running a # business @ startupsco http://bit.ly/2o5hkYv pic.twitter.com/RtZYvMK3Rf	davidbrear	0	1	1490833922	847244994788302848	https://twitter.com/davidbrear/status/847244994788302848		#	@
	Can't make my mind up. Hire a head of talent or appoint a single recruitment agency?	davidbrear	0	0	1490828554	847222478485073920	https://twitter.com/davidbrear/status/847222478485073920			
	The Data Quality Tipping Point -http://bit.ly/2o5vIzV	davidbrear	0	0	1490826913	847215598031568897	https://twitter.com/davidbrear/status/847215598031568897			
	you can pay for those with Avios...	dgwbirch	0	0	1490908757	847558874089496576	https://twitter.com/dgwbirch/status/847558874089496576			
	Surely money predates the use of gold as a medium of exchange by several millennia?	dgwbirch	1	0	1490907319	847552845461286912	https://twitter.com/dgwbirch/status/847552845461286912			
	you guys are so	dgwbirch	1	0	1490903515	847536890916089860	https://twitter.com/dgwbirch/status/847536890916089860			
	“all transactions can be done without cash, except for some small value transactions, such as a coffee in a train”http://buff.ly/2odSfed	dgwbirch	2	0	1490903221	847535655529967619	https://twitter.com/dgwbirch/status/847535655529967619			
	“introducing an ID card into the mix just makes things more complicated, not less. ”http://buff.ly/2nAaBmM	dgwbirch	8	3	1490902920	847534393669410820	https://twitter.com/dgwbirch/status/847534393669410820			
	I listen to the radio in the car.	dgwbirch	1	0	1490902880	847534224349515777	https://twitter.com/dgwbirch/status/847534224349515777			
	Agree with # BreakingBanks banks are regulation first, that’s why ultimately # regtech is more important to them than # fintech	dgwbirch	7	6	1490902771	847533767136870400	https://twitter.com/dgwbirch/status/847533767136870400		# # #	
	can you post a diagram of what is going on as I can’t picture it thanks	dgwbirch	0	0	1490902356	847532028656529408	https://twitter.com/dgwbirch/status/847532028656529408			
bitcoin 	send the bitcoins to the usual address...	dgwbirch	1	0	1490902289	847531745784328193	https://twitter.com/dgwbirch/status/847531745784328193			
	# BreakingBanks hello all the way from London	dgwbirch	0	0	1490901057	847526578263400448	https://twitter.com/dgwbirch/status/847526578263400448		#	
	Time to relax and watch some TV. “Wives with Knives” on 275 or Extreme Couponing on 284? Thank you 100,000 years of human evolution.	dgwbirch	2	0	1490898731	847516822236749824	https://twitter.com/dgwbirch/status/847516822236749824			
	Now it's RegTech but 50 years ago it was Reg Tech http://buff.ly/2odN4Lb pic.twitter.com/EQqZlYlIup	dgwbirch	11	1	1490898497	847515844028612608	https://twitter.com/dgwbirch/status/847515844028612608			
	pic.twitter.com/b9qx8ynNmF which way will PSD2 take us?	dgwbirch	5	1	1490897578	847511986757787649	https://twitter.com/dgwbirch/status/847511986757787649			
	“Our reason to participate in the project has not been to actually implement the solution”	dgwbirch	1	0	1490897179	847510314052591616	https://twitter.com/dgwbirch/status/847510314052591616			
	“They ask for Aadhaar card and Voter’s Card and even bank account #. If there is a single mistake in any of them...”http://buff.ly/2oDaru2	dgwbirch	2	2	1490895546	847503463441350656	https://twitter.com/dgwbirch/status/847503463441350656		#	
	“removing any onus on customers to identify fraudulent transactions” http://buff.ly/2oDiUxi  how is the bank supposed to know?	dgwbirch	2	0	1490894005	847497001738551297	https://twitter.com/dgwbirch/status/847497001738551297			
	Mandating it	dgwbirch	0	0	1490893478	847494790417731585	https://twitter.com/dgwbirch/status/847494790417731585			
	As always, the adult industry is in the lead. https://twitter.com/BrianForde/status/847486234779729920 …	dgwbirch	5	4	1490892814	847492006351749120	https://twitter.com/dgwbirch/status/847492006351749120			
	@ prestonjbyrne @ MSmithsonPB getting London out of Sterling would be good for both currency zones as well	dgwbirch	0	0	1490891448	847486276039188480	https://twitter.com/dgwbirch/status/847486276039188480			@ @
bitcoin 	http://www.chyp.com/it-is-meaningless-to-say-that-british-government-will-legalise-bitcoin-oh-and-wrong-too/ …	dgwbirch	1	0	1490891122	847484907098001408	https://twitter.com/dgwbirch/status/847484907098001408			
	Doubleplus good piece on Land Value Tax by Dominic Frisbyhttp://buff.ly/2of7SlL	dgwbirch	1	0	1490890697	847483125831573505	https://twitter.com/dgwbirch/status/847483125831573505			
	Global payment innovation hub to be opened in Salford. Just kidding, it's in Barcelonahttp://buff.ly/2ocVWR9	dgwbirch	5	1	1490890345	847481649273098240	https://twitter.com/dgwbirch/status/847481649273098240			
	@triptananda I can see links going back a year on BTC as a legal currency in Japan but no credible source for “legal tender”	dgwbirch	1	0	1490879882	847437764316553216	https://twitter.com/dgwbirch/status/847437764316553216			@triptananda
	pretty sure Trump is going to sell it back, that’s what the secret talks with Putin are about. Palin will get a Duma seat	dgwbirch	1	0	1490879423	847435841995591681	https://twitter.com/dgwbirch/status/847435841995591681			
	no its because average transaction size is smaller and almost all transactions are online	dgwbirch	0	0	1490879235	847435052296290309	https://twitter.com/dgwbirch/status/847435052296290309			
	you forgot a hashtag! I suggest # austerity	dgwbirch	0	0	1490877365	847427209824305153	https://twitter.com/dgwbirch/status/847427209824305153		#	
	no comment	dgwbirch	2	0	1490876741	847424591475621891	https://twitter.com/dgwbirch/status/847424591475621891			
	actually contactless fraud is lower than overall card fraud - it’s remote payments that are the problem. Roll on # appandpay !	dgwbirch	0	0	1490876714	847424479357583365	https://twitter.com/dgwbirch/status/847424479357583365		#	
	Looking forward to celebrating # Egyxit again http://buff.ly/2obVsuB	dgwbirch	0	0	1490875872	847420946537299970	https://twitter.com/dgwbirch/status/847420946537299970		#	
	“Credit card & identity fraud are at their highest levels in more than a decade, despite new security protections”https://www.wsj.com/articles/credit-card-fraud-keeps-rising-despite-new-security-chipsstudy-1485954000 …	dgwbirch	8	10	1490874438	847414932069007360	https://twitter.com/dgwbirch/status/847414932069007360			
	You turn on the radio to relax and enjoy and it's just that madman Skinner claiming that plastic cards will vanish http://buff.ly/2obNYry	dgwbirch	5	1	1490872831	847408190731845632	https://twitter.com/dgwbirch/status/847408190731845632			
	Thanks to EMV, 3D Secure and all that, card fraud is down again this year. No, wait… up again this year https://www.financialfraudaction.org.uk/news/2017/03/30/financial-fraud-data-for-2016-published/ …	dgwbirch	10	8	1490872759	847407887848689664	https://twitter.com/dgwbirch/status/847407887848689664			
	I still don’t understand what’s in the blocks. Can you post a diagram for us to look at?	dgwbirch	0	0	1490869181	847392881719427072	https://twitter.com/dgwbirch/status/847392881719427072			
